Description,VoteCount,Rating,Year,Title
,14.0,4.8,2008,1739. Süper Babaanne
"Jess is a television star who makes money by hosting famous guests at her home. His cousin Kamila from Azerbaijan also tries to help Jess. All the residents living in the apartment and the neighborhood always come up with various excuses to meet celebrities. Surprises, joy, laughter and strange encounters are accompanied by songs.",0.0,,2008–2009,1740. Kabul Günü
Tamer and Ebru meet again because of a debt to be paid to Ebru's mafia father.,72.0,4.2,2008,1741. Cesaretin var mı aşka
,34.0,5.6,2008,1742. Memur Muzaffer
"Süreyya had worked in a hairdresser. When her husband died, he transferred the restaurant to Süreyya.",38.0,2.8,2008,1743. Karamel
,9.0,4.7,2008,1744. Kendi okulumuza doğru
,0.0,,2008,1745. Atesten Koltuk
"Cemil is a heroic Turkish soldier who goes to Bosnia. Yelena, on the other hand, is a young and beautiful girl who was raised as anti-Muslim and anti-Turkish. The paths of Cemil and Yelena on two separate fronts cross in Bosnia.",19.0,3.8,2008,1746. Ölüm Çiçekleri
"The love story of Mine, a modern women and Dogu, a traditionalist man.",17.0,5.5,2008–2009,1747. Serce
,0.0,,2008–2016,1748. Elma Kurdu Nam Nam
"The fate of Salim Aga, the last representative of the Bagcioglu dynasty in the Cappadocia region for seven generations, is suddenly interrupted by the untimely death of his older brother.",68.0,4.2,2008,1749. Son Aga
,24.0,4.1,2008,1750. Komedi Türk
,0.0,,2008,1751. Kral ve Ben
"Dur Yolcu is a TV series about the Battle of Gallipoli, which was broadcast on TRT 1 in 2008, written by Ömer Erbil, and directed by Hakan Sahin and Ismail Günes.",0.0,,2008,1752. Dur Yolcu
,0.0,,2008,1753. Vurgun
,25.0,5.1,2008,1754. Eyvah Halam
,13.0,3.2,2008–2009,1755. Goncakaranfil
,0.0,,2008–2009,1756. Galeri Plus
,0.0,,2008,1757. Sevgili Düsmanim
The story of lawyers who solve events even in low light.,0.0,,2008,1758. Ay Isigi
"The series, which is a continuation of Cennet Mahallesi, is about the love between a casino singer and the son of a conservative deputy.",68.0,2.0,2008,1759. Görgüsüzler
,0.0,,2008,1760. Kinacilar Konagi
,0.0,,2008–2009,1761. Pür Dikkat
,0.0,,2008,1762. Hemsire Meri
"Cansu won money with the National Lottery ticket she bought. However, she loses the ticket and the lost ticket falls into the hands of Kaan's father, who is the son of a wealthy family.",0.0,,2008,1763. Talih Kusu
,0.0,,2008–2009,1764. Anime Forum
,0.0,,2008,1765. Kadin Olmak
,28.0,6.6,2008,1766. Huysuz'la Görücü Usulü
"In the company of famous actors, producers, screenwriters, journalists and singers, hot and surprising developments in the media world are discussed.",0.0,,2008–2009,1767. Medyatik
,0.0,,2008,1768. Her Halimle Sev Beni
,0.0,,2008,1769. Sinema Sevgilim
,0.0,,2008,1770. 3 Insan 3 Öykü
"Valley of the Wolves, the legendary action drama, centers around Polat Alemdar and follows his journey to serve his country by trying to uncover the truth and defeating the secret enemies aka the controllers of the global power.",9100.0,6.2,2007–2016,1771. Kurtlar Vadisi: Pusu
"""Asi"" tells the love story of Asiye 'Asi' Kozcuoglu and Demir Dogan, who after years of absence returns to his hometown Antakya. For three generations the Kozcuoglu family owns a prominent plantation there. Keeping this farm alive is their foremost goal. The owner Ihsan Kozcuoglu and his daughter Asi work and live for their land. Years ago Demir's aunt, Sühelya, and his mother were workers on the Kozcuoglu farm until his mother drowned herself in the nearby river Asi. Demir returns to his hometown as a rich businessman. Still embittered about the circumstances that drove his mother to her death, he meets Asi and is immediately drawn to her. However, the lives of the Kozcuoglu family and Demir's family bear more connections from the past that constantly seem to get in between. These secrets gradually start to shatter when Süheyla also returns to Antakya.",3800.0,7.0,2007–2009,1772. Asi
"A long narrative of four friends presenting their adolescence, frustration, tension, and inter-tangled love affairs.",2400.0,5.6,2007–2011,1773. Kavak Yelleri
"Story of milkman Ramiz and his family begin in 1896 in a small village in Skopje, which the Ottoman Empire rule Balkans, telling the relationship of Turks with their neighbours as Macedonian, Greek and Bulgarian before the first world war closing.",1300.0,8.0,2007–2009,1774. Elveda Rumeli
"Bekir is a young man who runs his father's business. He becomes infatuated with Ugur after she visits his shop one day. However she is in love with Zagor, a violent criminal. In a brawl Zagor kills the 'protector' of the family of Ugur and runs away with Ugur. After two subsequent murders he gets caught and Ugur asks for Bekir's help.",132.0,1.3,2007,1775. Kader
"In a school where everyone has no hope for the students and where drugs and gangs rule, a new teacher is appointed who believes he can change everything.",586.0,3.6,2007–2012,1776. Arka Siradakiler
"Tarik, a successful surgeon, comes upon the invitation of a colleague and finds himself in a village that gives life struggle in all kinds of troubles of the Southeast. The doctors who work in the village have done nothing but fool the people to this day. His colleague who invited him escaped without even waiting for his when his immorality appeared.",421.0,5.7,2007–2011,1777. Tek Türkiye
"Polat Alemdar and his friends continue to struggle, in the last two seasons against mafia, but in this season against the terrorists organizations, in a particular PKK.",2600.0,6.2,2007,1778. Kurtlar Vadisi: Terör
"Lamia is a young orphan who stays with her relatives, her life changes by famous musician Hüseyin Kenan's arrival.",898.0,5.3,2007–2009,1779. Dudaktan Kalbe
A young man tries to rebuild his life after losing his family in the 1999 Yalova Earthquake.,483.0,5.2,2007–2008,1780. Genco
A story about a girl called Menekse who is forced to marry her brother's friend until she decides to escape from Germany to Turkey with her lover Halil.,1500.0,6.4,2007–2008,1781. Menekse ile Halil
"The story of Memed The Shepherd who decided to fight in Antep, which was under French occupation.",383.0,7.0,2007–2008,1782. Karayilan
"Salih, who had to earn a living for his family at a young age, earns his living by driving a minibus. His meeting with Bahar will change everything.",61.0,5.3,2007–2008,1783. Vazgeç Gönlüm
Nana who used to be a doll lives for 100 years in the fictional World of Toys right after her owner loses her.For her 100th birthday she wishes to be a human and she is sent back to the real world.,837.0,2.7,2007–2010,1784. Bez Bebek
"Young boxer Ali Pusat goes to jail for unfortunate events before the championship game. He had to spend six years in prison. Ali, who lost his beloved girl Hediye, who opened up with a boxing instructor because of a misunderstanding, starts a brand new life to correct the mistakes he made on the day he went to jail and continue him fight for the championship.",316.0,5.7,2007,1785. Pusat
"The lives of women in prison, as well as the adventures of their relatives who came to visit and the aftermath of those who went out.",183.0,6.2,2007–2010,1786. Parmakliklar Ardinda
"Ali is a man who committed a murder, and was convicted of murdering his pregnant wife and was ten years imprisoned unfairly. Orhan, an origin from the Ottoman dynasty, is a noble origin. He believes that the child he owns in a way that is not legitimate is his own son.",669.0,7.6,2007–2008,1787. Biçak Sirti
Two women in love with the same man and two men in love with the same woman. The story of lives broken by an oath.,123.0,3.4,2007–2008,1788. Yemin
"Rich and spoiled Ömer makes a bet on difficult girl, Ayse. He finds himself married to Ayse. Running away doesn't work anymore.",257.0,5.5,2007–2008,1789. Zoraki Koca
"Esref Saati tells the story of two stubborn braves who fell in love with each other's sisters. The story of Sari Esref and Kara Esref, two bullies born in the same neighborhood, who never agree but can not leave at all.",457.0,5.6,2007–2008,1790. Esref Saati
A mother who learns she has a deadly illness must find a new mother for her children.,278.0,4.9,2007–2008,1791. Elveda Derken
"The characters in the program director, actor, pianist and occasional consists of guest players.",4000.0,8.0,2007–2011,1792. Komedi Dükkani
"Musa and Zeynep married many years ago with great love. However, while Zeynep is still pregnant she can not forgive a mistake of her partner and divorces Musa from hiding her pregnancy. After she left, she did her marketing and raised her daughter Gonca and tells her that her father died years ago.",205.0,4.0,2007–2009,1793. Annem
"Cemre, Eren, Gulcin and Yasemin remain in a big contradiction when they learn that a big prize contest will be held in the school. The competition is a great opportunity for them. However, if they join, Murat Boz will come out to the concert and find out that they do not obey the school rules and they will open a big trouble to their heads.",192.0,3.2,2007–2008,1794. Hepsi Bir
A vicious girl living in the village of the Black Sea Region meets a handsome man from Istanbul. The man deceives her and the girl pursues the man for revenge.,45.0,4.7,2007–2008,1795. Tatli Bela Fadime
"The story of the hilarious clashes between two in-laws, the rich but graceless Ahmet and teacher Yildiz; and the intense efforts of their children who are married to keep the two families together.",220.0,6.1,2007–2008,1796. Sevgili Dünürüm
,58.0,4.9,2007,1797. Yalan Dünya
,233.0,2.7,2007–2017,1798. Var misin? Yok musun?
"A beautiful girl from the countryside, she fell in love with the handsome gentleman "" Hussein"" who promised to marry her , after she got pregnant, her family knew about it and decided to kill her because of the strict traditions that not allowed the girls to have sexual intercourse intill marriage.",116.0,6.0,2007,1799. Yersiz Yurtsuz
"Cem graduated from the renowned Harvard University School of Medicine and completed his internship at major hospitals in the United States and returned home as a specialist neurosurgeon. Mustafa dreams of retiring Cem to all the hospitals. Cem's older brother, Omer, is not quite fit for his father's board chairmanship.",87.0,3.0,2007,1800. Iki Yabanci
,0.0,,2007,1801. Komiser Nevzat
"When Kuzey became aware of the organization of Necdet, with whom he worked 34 years ago, against the interests of the country, he opposed this order.",91.0,5.4,2007–2008,1802. Kuzey Rüzgari
"After the death of his father, Murat who used to be criminal and ignorant about others started to feel responsible to make up to all the people he had disturbed so they would forgive him.",106.0,7.1,2007–2008,1803. Hakkini Helal Et
,61.0,4.7,2007,1804. ÇÖT (Çok Özel Tim)
"Unable to tell their daughter that they are divorced, Lale and Mete start to stay in the same house and play marriage game. As the game progresses, love flares up again.",81.0,5.7,2007,1805. Ask Yeniden
,81.0,2.6,2007–2008,1806. Buzda Dans
"Ayla's friendship turns into love over time, as she meets Tarik, the mayor of the municipality where Zehra's family lives, by chance.",167.0,6.4,2007,1807. Genis Zamanlar
"The story of Gercek, who lives with the ghost of his dead wife.",125.0,1.9,2007,1808. Hayal ve Gerçek
"Aziz will be known to have died by everyone, and with another identity, he will be brought next to Ozdemir Bey, the man in charge of the mafia organization who killed his father and wife.",77.0,5.3,2007,1809. Affedilmeyen
,115.0,5.0,2007,1810. Magic Necmi
,0.0,,2007,1811. Tatli Intikam
"The struggle of the students and their mothers, preparing for the high school entrance exam.",16.0,3.7,2007–2008,1812. Oks Anneleri
The walls separating slums and mansions will not be able to separate lovers.,26.0,5.1,2007,1813. Duvar
"Popstar Sertan and his fan, Leyla got involved in a scandal due to the misunderstanding. Sertan's manager will use this for Sertan's fame.",27.0,2.9,2007,1814. Sana Mecburum
Begum gets a call one day. The person on the phone says that her daughter is not dead and he has been holding her captive for 7 years. Secrets begin to be revealed.,17.0,5.2,2007,1815. Tutsak
Funny stories of people making free money with little tricks.,111.0,3.5,2007,1816. Fesupanallah
"A unit assigned by the state to monitor organized crime is following Sükrü Bey. Deniz, one of the team, starts work in the holding and enters the Sancaktar Family.",78.0,2.9,2007–2008,1817. Sessiz Firtina
,0.0,,2007,1818. Güzel Günler
"After Yavuz was expelled from the Naval High School in his senior year, he broke his family ties and settled in Kas. He has been a captain in Kas for years. If there is one thing he cannot stand in life, it is to be told to use it.",0.0,,2007,1819. Kaptan
,0.0,,2007,1820. Aşk eski bir yalan
,16.0,2.6,2007–2008,1821. İyi Uçuşlar
"One day, a fairy appears in front of two little girls living with their father and maternal uncle.",0.0,,2007,1822. 3 Tatli Cadi
"A new day at Berlin Zoo and Berlin Animal Park. Dimas, the one year old elephant, learns a new, tricky command. The keepers steal a few moments with the new sunbear cub and the springhare family gets new, extremely nosey neighbors.",81.0,5.9,2007,1823. Benden Baba Olmaz
"Changing lives in the face of the harsh rules of society. A war between an intrepid girl and an idealistic doctor. Two lives, two powerful families and an accident that connects their fates.",29.0,2.9,2007,1824. Kara Duvak
,22.0,3.0,2007–2008,1825. Gönül Salincagi
,50.0,3.8,2007,1826. Kelebek Çikmazi
"Sir Gibi is a Turkish television series in the genre of family, drama and love that was broadcast on Star TV in 2007. The series said goodbye to the screens with its 5th episode.",0.0,,2007,1827. Sir Gibi
"Elif and Orhan are two young people living in a suburb of Istanbul, working in average jobs and trying to earn money. When fate brings them together, they both introduce themselves to the other as rich.",61.0,5.0,2007,1828. Senden Baska
,0.0,,2007–2008,1829. Eksik Etek
"Bulut returns to the eastern town where he lived years later as a young and idealist prosecutor. Beyaz works with her mother in the mansion as a servant. Beyaz was raped by Tahir. But she can never voiced it and defend her rights, because a lot of innocent people who are not closely related to her mother and the event will be killed.",0.0,,2007,1830. Yaralı Yürek
It contains news from the private lives of celebrities.,0.0,,2007,1831. Lale Devri
"A wife who is a doorman in a loyal and a Feride apartment. Sadik is a loyal lazy man so cunning. He makes all the affairs of the apartment to Feride. As all these are not enough, they sit illegally in the apartment entrusted to clean up Feride.",194.0,1.2,2007,1832. Hayat Apartmani
,43.0,4.4,2007–2008,1833. Sinekli Bakkal
,10.0,2.1,2007,1834. Metropol Cafe
"The love between the Armenian girl, Maria, and the Turkish, Yunus, in the Turkey of the 1970s, turns into a story of longing on the Yerevan-Los Angeles line.",104.0,6.0,2007,1835. Ayrilik
"Seyit orders his housekeeper to kill the bride who escaped from his wedding. If Halilzat does not do this, Seyit will kill Halilzat's girlfriend, Dicle.",14.0,2.8,2007,1836. Dicle
"Zeliha, a mother of three, who sees the future in her dreams, tries to solve the events by collaborating with a police officer from the homicide desk.",27.0,5.8,2007,1837. Zeliha'nin Gözleri
,17.0,5.8,2007,1838. Suç Dosyasi
"The program consists of interviews with various celebrities and writers, music lists, current videos, sports and magazine news.",0.0,,2007–2009,1839. Renkli Televizyon
,0.0,,2007,1840. Ertelenmiş Hayatlar
"Melik, who defended his village to the end, even risked death for this cause. But will he be able to overcome his love for Asu on the opposite side?",22.0,3.1,2007,1841. Daglar Delisi
,17.0,3.2,2007,1842. Oyun Bitti
,11.0,3.9,2007,1843. Düs Yakamdan
,50.0,1.9,2007,1844. Fedai
,9.0,4.9,2007,1845. Keske Olmasaydi...
,20.0,4.1,2007–2008,1846. Sessiz Gemiler
,0.0,,2007–2008,1847. Mahser: Nabucco'nun Zehri
A sitcom about the life of a newlywed couple and the people around them.,9.0,2.0,2007,1848. Çati Kati
,0.0,,2007–,1849. Green Valley
,0.0,,2007,1850. Ask Kapiyi Çalinca
,13.0,5.2,2007,1851. Dede Korkut: Bamsibeyrek Nasil Öldürüldü
,12.0,2.2,2007,1852. Kara Günes
,11.0,5.8,2007–2008,1853. Uzman Avı
,0.0,,2007,1854. Oğlum için
"Two very famous program hosts-journalists have to prepare a news program together. A news program like a ""bomb"". And these two TV stars are fighting a big battle to make the show their way.",262.0,1.1,2007,1855. Yildizlar Savasi
,214.0,8.3,2007,1856. Gulhan'in Galaksi Rehberi
The story of the private teaching institution where young people who could not pass the university entrance exam started in the summer.,0.0,,2007,1857. Son Tercih
,0.0,,2007–2008,1858. Firtinali Ask
,0.0,,2007–,1859. World of Mysteries
,23.0,6.1,2007,1860. Korkusuzlar
,8.0,4.7,2007–2014,1861. Aykiri Sorular
"It is about a woman with her daughter who moves form a rural to an urban area. They move into the home of a wealthy family in exchange for domestic work. The man of the family falls in love with the domestic worker, but love is unrequited, as the show was cancelled.",0.0,,2007,1862. Leylan
It is the first regular screen show in the history of Turkish private television industry that was dedicated exclusively to the art of short film and its creators.,0.0,,2007–2008,1863. Yalnizca Yüregim Kameram ve Ben
,0.0,,2007,1864. Baba Oluyorum
,0.0,,2007,1865. Yigenek
,0.0,,2007,1866. Yoksa Rüya mi
,0.0,,2007,1867. Enine Boyuna
"Problems experienced by young people, especially drugs.",0.0,,2007,1868. Gençlik Basimda Duman
Businessmen talk about the economy and developments in the sector.,0.0,,2007–2008,1869. Is Dünyasindan
,8.0,6.1,2007,1870. Dede Korkut - Egrek ve Segrek
Demir and Ece's happy marriage will be shaken by the possibility of their baby being born disabled.,24.0,3.8,2007,1871. El Gibi
,0.0,,2007–2010,1872. Is Dünyasi
,0.0,,2007,1873. Cumhur Cemaat
A young woman's forced marriage to the agha of a tribe in Southeastern Turkey leads to tragedy and social change.,1500.0,5.3,2006–2008,1874. Sila
The travails of a tightly knit family that moves to Istanbul.,3900.0,5.8,2006–2010,1875. Yaprak Dökümü
Sehrazat's boss offers to pay for her son's treatment for leukemia if she spends the night with him and when that evolves into love they face a struggle to banish the secret of that night.,3400.0,5.3,2006–2009,1876. Binbir Gece
"A magical, giant city that challenges centuries; Istanbul. And our brave police who challenges all kinds of bad and trouble to make every street of this city better, ""livable"" for everybody.",4100.0,3.6,2006–,1877. Arka Sokaklar
"Turkish comedy series Yalanci Yarim. In the show, Akarsu portrays a wealthy young man, Tarik Tekelioglu, who goes to Italy for his education but rather becomes the most successful rally driver.",930.0,7.3,2006–2007,1878. Yalanci yarim
"A love story at the end of 1950's in Turkey, Istanbul. In the political era of Turkey in that years, two young people from opposite families fall in love. Their families don't allow them to marry. They face lots of obstacles for years.",3300.0,7.8,2006–2008,1879. Hatirla Sevgili
"In one of the most well-equipped hospitals in the country, Surgical Department President Operator Dr. Haldun Goksun and his team continue to save lives every new day. A doctor and his assistants are not missing love makers, strict friendships and heartbreaks.",1300.0,4.0,2006–2011,1880. Doktorlar
Three orphans separated at childhood find their destinies intertwining many years later,734.0,6.8,2006–2007,1881. Kaybolan Yillar
A non-human female called Selena comes across three talented girls whose she believe they can hide the secret that Selena was out of this world and the fight between Selena and Hades( non-human male ),1800.0,2.2,2006–2009,1882. Selena
"Kopru, tells the life of Fahri Yazici, an idealistic governor.",464.0,7.7,2006–2008,1883. Köprü
A teenage girl (Aysegul) who lives with her aunts discovers that she and the rest of her family have superpowers. Aysegul is in a love triangle between the bad boy Toygar and the good boy Selim.,917.0,3.6,2006–2007,1884. Acemi Cadi
The passionate love story between Ali and Zeynep in one of Trabzon's villages.,322.0,6.9,2006–2007,1885. Firtina
"An impossible love story in a town in the Aegean, during the years of the Turkish War of Independence and the proclamation of the Republic.",625.0,7.3,2006–2007,1886. Kırık Kanatlar
The story of the brave and beautiful Ezo who defied customs.,229.0,3.4,2006–2008,1887. Ezo Gelin
Anyone has the chance to become a police officer when the minister of internal affairs devises a plan to pare down the crime rate and reconcile relations between the public and the police.,216.0,1.4,2006,1888. Ah Polis Olsam
Two family start to live together because they both bought same house.,900.0,5.7,2006–2008,1889. İki Aile
"Society fingers a bleeding struggle; Child Crimes. Today, as the streets become more dangerous and the crime rates in the world are increasing rapidly, the bold and sacrificial policemen of the Children's Division of the Police Department pursue the events that deeply shake the audience.",33.0,4.3,2006,1890. Eksi 18
A coming of age story of adolescence thrills.,92.0,5.4,2006,1891. Ümit Milli
,0.0,,2006–2010,1892. Ölümsüz Kahramanlar
,19.0,8.1,2006,1893. Yeseren Düsler
The good and bad days of female students living in the girls' dormitory.,164.0,4.2,2006,1894. Kizlar Yurdu
,53.0,3.4,2006,1895. Karagümrük Yaniyor
Nazis entrust their gold to people they trust to protect it. Whether the gold is in Turkey or not is processed through the Kirimli family.,334.0,6.9,2006–2007,1896. Sagir Oda
Criminal events are resolved live.,90.0,5.9,2006–,1897. Müge Anli ile Tatli Sert
,67.0,4.1,2006,1898. Ahh Istanbul
"It all started at a wedding in the Black Sea. Fidan, who performs a ritual to see the man she is destined for in her dream, finds Yunus in front of her.",23.0,4.9,2006,1899. Kus Dili
A big mistake made a family's life dark. A woman whose part of her life is taken away finds herself in a never-ending showdown.,65.0,5.2,2006,1900. Cemile
,14.0,6.6,2006–2007,1901. Tarik ve Digerleri
,35.0,3.4,2006,1902. Azap Yolu
"Nouri, who was arrested after the coup because of the ideas he believes in, is released after many years in prison. When he comes out he finds a big change in his family, friends and home, and his new suffering begins.",240.0,2.1,2006–2007,1903. Yagmurdan Sonra
,0.0,,2006–2008,1904. Hayirdir Insallah
,56.0,2.7,2006,1905. Pisti
,89.0,3.9,2006,1906. Anadolu Kaplani
,26.0,2.6,2006,1907. Iyi Ki Varsin
,26.0,4.2,2006,1908. Felek Ne Demek?
,26.0,4.6,2006,1909. Fear Factor Türkiye
"The educational struggle of Hayat, an idealist teacher, in a forgotten, backward village of Van among the mountains.",65.0,6.7,2006–2007,1910. Hayat Türküsü
"Haydar Karaaslan, one of the leading businessmen of Antalya, living with his five sons and sisters, established a large family business and placed his sons in charge of family business. A new employee will change the balances.",35.0,5.4,2006,1911. Maçolar
,18.0,3.0,2006,1912. Kadın severse
,0.0,,2006–2008,1913. Her Eve Lazim
,0.0,,2006,1914. Erkeksen Seyret
,0.0,,2006,1915. Yalnız kalpler
,9.0,3.0,2006,1916. Büyük Teklif
,60.0,5.4,2006,1917. Karinca Yuvasi
,47.0,2.0,2006,1918. Pertev Bey'in Üç Kızı
,0.0,,2006,1919. Torun ve Torunu
,27.0,6.6,2006,1920. 29-30
,0.0,,2006–2007,1921. Hayatimizin Fon Müzigi
,0.0,,2006–2007,1922. Amerika'da Türk Olmak
,140.0,7.3,2006–2007,1923. Bi Is Için Lazim
,11.0,2.4,2006,1924. Top Model Türkiye
"It includes interviews, events and news on current cultural and artistic affairs.",0.0,,2006–2008,1925. Sehir Isiklari
,0.0,,2006–2007,1926. Sari Sicak
,27.0,3.8,2006,1927. Hayatim Sana Feda
The great love of poor Mehmet and Nermin is destroyed when the rich Ender enters their lives. Mehmet swears revenge to end Ender's dark family. Also Ender's sister falls in love with Mehmet. A bitter life awaits 4 hearts.,2400.0,6.3,2005–2007,1928. Acı Hayat
"After the apparent death of his girlfriend, Mehmet Sadoglu is encouraged by his parents to marry Gümüs, a simple girl.",1900.0,5.7,2005–2007,1929. Gümüs
"Director Ali and Public Relations Specialist Ayse are a newly married couple, learning about the daily rules and conflicts of marriage.",85.0,5.7,2005,1930. Yine de Asigim
"After a long love story between Yilmaz and Elif, a conflict causes Elif to marry a really rich man whose sister will end up falling in love with Yilmaz and having a crazy old lover of her destroy that.",1900.0,7.2,2005–2007,1931. Ihlamurlar altinda
"Khazar and the charming Zilyan - a man and a woman who fall victim to a long family war. To end the feud between the families and as part of a reconciliation deal, the two were forced to marry. Eventually, however, the curiosity between them grows into an unexpected love story.",444.0,4.3,2005–2006,1932. Aska Sürgün
It is a comedy program prepared and presented by Sahan Gökbakar. This program of sketches talks about daily events.,3000.0,7.0,2005–2006,1933. Dikkat Sahan Çikabilir
"Four brothers, one of the richest in Adana, live in a farmhouse. When Ceren, an agricultural engineer, comes to the region, the secrets of the past begin to emerge.",463.0,5.3,2005–2007,1934. Beyaz Gelincik
,62.0,5.6,2005–2009,1935. Besinci Boyut
The stories of Turkish soldiers making their mandatory military service.,700.0,4.1,2005–2008,1936. Emret Komutanim
"Dilek, a down-to-earth, happily married mom of three, had her tidy world up-ended by the arrival of her celebrity sister, Arzu. Dilek and her husband, Faruk will find new parenting challenges as Arzu tries to influence their three impressionable kids.",419.0,5.2,2005–2006,1937. Belali Baldiz
"Sarp is a young handsome man who belongs to society because of his surname. But his father is not pleased of his son's messy life and wants his son get marry to a girl who is choosen by himself. Ekin is a suburban girl, works in a factory. One day Ekin and Sarp's paths cross and they decide to make a marriage by agreement.",223.0,5.8,2005,1938. Ask Oyunu
"Turkish remake of Yo soy Betty, la fea.",48.0,4.7,2005,1939. Sensiz Olmuyor
"Losing her parents in an accident, little Zeynep returns to Turkey and has to live with her grandfather. The warm story of a grumpy old man and his lovely granddaughter.",0.0,,2005–2006,1940. Zeynep
The story of a poor girl who takes revenge on the man she loves after becoming famous.,128.0,3.5,2005–2007,1941. Söhret
"An impossible love story between Mavi, a thief, and Cinar, a police officer.",535.0,6.5,2005–2007,1942. Hirsiz Polis
,31.0,6.6,2005–2011,1943. Dans Eder misin?
A team of celebrities come face to face with a team selected from the public living in island conditions and playing minigames.,165.0,3.7,2005–,1944. Survivor Türkiye
"'Capkin' is a young, handsome boy who spends most of his time acting as a vagabond. One day, he makes a bet with his closest friends that he will immediately pick up the first girl who enters the neighborhood.",146.0,5.5,2005–2006,1945. Çapkin
"The story of Tarcan, a flirtatious pop-star and his big fan, Defne. Their unexpected daughter will change everything.",85.0,5.0,2005,1946. Davetsiz Misafir
"A lot of thing will change in the lives of Ahmet and Sükriye, who meet for a brief moment as a result of a coincidence in the flow of daily life. The spark from the first meeting will eventually turn into an impossible love.",37.0,6.8,2005,1947. Dolunay
,12.0,4.5,2005–,1948. %100 Futbol
"Known as the ""Dog"", Yilmaz is kidnapped from prison by Resat, who is doing dark business. Resat's intention is to use Yilmaz to eliminate Davut, the number one man of the organization, and replace him.",92.0,4.5,2005,1949. Köpek
"A secret marriage unites two families - one wealthy and traditional, the other bankrupt and modern - and is threatened by the resulting conflicts.",196.0,4.3,2005–2007,1950. Yanik koza
"Replacing the son of a strong family, Cemal changes the balances in the family.",37.0,5.7,2005,1951. Ödünç Hayat
,0.0,,2005,1952. Her Sey Yolunda
,37.0,3.2,2005–2008,1953. Fikralarla Türkiye
"The adventures of Devin, who dressed as a man to work on the sports page of a newspaper.",27.0,6.3,2005,1954. Ters Köse
,120.0,7.6,2005–2006,1955. Televizyon Makinasi
"A group of high school students struggle to find themselves in this world of pressure, seduction, happiness and disappointment.",106.0,4.6,2005,1956. Nefes Nefese
"Even though a family has money, they lead a nomadic life and stay in ruined places. What is the secret they keep?",19.0,4.4,2005,1957. Asla Unutma
,41.0,5.9,2005,1958. Çat Kapi
,0.0,,2005,1959. Büyük Günahlar
,30.0,4.3,2005,1960. Naciye'yi Kim Sevmez
,0.0,,2005–2006,1961. Cesm-i Bulbul
"Oktay, who studied in the Netherlands and returned to his homeland, is a football commentator on a television channel. He married Eda, whom he met as soon as he returned home, and Baris was born right after. Oktay, whose mother is one of Mukaddes, cannot resist and moves downstairs to his mother's floor and the events begin.",0.0,,2005,1962. Tadimiz Kaçmasin
"A maid who hides that she has 3 children starts working in the house of a rich person. In the process, she tries to keep the children secretly in the house where she works.",60.0,4.8,2005,1963. Saklambaç
The love of Greek Nina from Kos and Turkish Murat from Bodrum has to cope with difficulties.,0.0,,2005,1964. Ölümüne Sevdalar
,9.0,2.6,2005,1965. Deli Duran
,40.0,3.9,2005,1966. Masum Degiliz
,27.0,6.1,2005–2006,1967. Kezban Yenge
,28.0,4.9,2005–2006,1968. Alanya Almanya
"Is the sky as seen through a window opening to a courtyard where squeezed lives accumulate, is the place of freedom? Why freedom is contented with its life equivalent here - The cost of crime is 'restriction of freedom', so how do people commit 'crime' knowing this? A brand new and interesting program from TRT.",0.0,,2005–2006,1969. Duvardaki Gölgeler
"Omer, the head of the Herani Family, is looking for an heir who can replace him while he is sick. The only person he can trust is his granddaughter, Melike, who has returned from France.",35.0,6.0,2005,1970. Seher Vakti
,0.0,,2005,1971. Kadının Dünyası
"The experiences of middle-aged taxi driver Kamil, his friends who have problems with women, and his fiancée, manicurist Neslihan, whom he has not been able to marry for years.",11.0,3.9,2005,1972. Erkek Tarafı
,33.0,3.0,2005,1973. Isin Show
,0.0,,2005,1974. Biçak Sirti
,0.0,,2005–2006,1975. Yemek Bahane
,17.0,3.4,2005,1976. Yumurcaklar Kampi
,0.0,,2005,1977. Çilgin Yuva
"The hard struggle of the police officers who are responsible for protecting national security, and the reflections of this struggle to intellectuals, artists, scientists and ordinary people.",0.0,,2005,1978. Sifre
,0.0,,2005–2006,1979. Masal Dünyasi
"Every weekday evening, different people from political sides discuss the agenda in the ""neutral zone"".",15.0,3.5,2005–,1980. Tarafsiz Bölge
"The young Republic of Turkey firm and was convinced of the young people and their education for a brighter future. One idea, this belief is a feeling was flooding beyond the goal. Some of the young people of the Republic of confidence were the lights of the future this bright and a new program that TRT prepares They reflected on the screen with the story. Management 'Stories Written with Light', realized by Selma Özinanir, describes the exemplary life and work of 13 scientists in this generation of ideals.",0.0,,2005–2006,1981. Isikla Yazilmis Öyküler
The life and times of the rather traditional Sutcuoglu family and their comedic struggles to adapt the high-profile contemporary life of Nisantasi.,21000.0,8.6,2004–2009,1982. Avrupa Yakasi
"Turkish girl Nazli marries Greek, Niko. Will the historical enmity between the two nations allow two different families to unite?",2900.0,6.8,2004–2007,1983. Yabanci Damat
"Feriha, a young journalist, is going through a period during which everything in her life is going wrong. She pursues the difficult job of explaining what life in Turkey was like, in the seventies, a period during which there is a rampant and murderous terror.",3500.0,8.6,2004–2005,1984. Çemberimde Gül Oya
